order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1363,200,Joe Smith,250,File Folder,Stationery,UPI,5,124,2021-07-13 14:48:10,Australia,Melbourne,www.tatacliq.com,18611,Y,None
1364,138,Unknown Customer,211,Self-Help,Books,Internet Banking,37,9151,2021-02-24 13:24:11,USA,Chicago,www.tatacliq.com,37456,Y,None
1365,102,John Smith,205,Whiteboard Markers,Stationery,Card,33,3954,2021-11-10 00:44:46,India,Mumbai,www.amazon.com,57271,Y,None
1366,167,Joe Smith,213,Food Storage Containers,Home & Kitchen,UPI,17,398,2021-10-28 11:36:00,India,Mumbai,www.tatacliq.com,89457,Y,None
1367,172,Joe Smith,284,Pants,Clothing,Internet Banking,17,714723,2021-04-03 11:00:38,Germany,Hamburg,www.tatacliq.com,23584,N,Invalid CVV
1368,147,Trinity,232,Gaming Console,Electronics,Card,16,5232,2021-04-17 07:59:12,Australia,Brisbane,www.amazon.com,43313,Y,None
1369,131,Mary Jane,213,Non-fiction,Books,UPI,24,5183,2021-12-20 22:38:31,Australia,Brisbane,www.amazon.com,33462,N,Insufficient Funds
1370,134,John Smith,283,Measuring Cups,Home & Kitchen,Card,34,5791,2021-08-01 03:33:02,Australia,Brisbane,www.tatacliq.com,63656,N,Insufficient Funds
1371,159,Trinity,267,External Hard Drive,Electronics,Internet Banking,37,1230,2021-07-17 22:14:39,Germany,Hamburg,www.tatacliq.com,25165,Y,None
1372,101,Mary Jane,262,Socks,Clothing,Internet Banking,36,2938,2021-05-06 21:24:36,USA,Chicago,www.tatacliq.com,63320,N,Invalid CVV
1373,155,Joe Smith,241,Fitness Tracker,Electronics,UPI,43,4676,2021-02-10 05:20:35,India,Mumbai,www.ebay.in,48491,N,Invalid CVV
1374,107,Neo,273,Mixing Bowls,Home & Kitchen,Card,7,7145,2021-07-06 01:55:25,Australia,Brisbane,www.flipkart.com,36363,Y,None
1375,156,Trinity,237,Scissors,Stationery,UPI,13,7980,2021-10-02 03:56:56,India,Mumbai,www.tatacliq.com,18760,N,Timeout
1376,177,Trinity,206,Socks,Clothing,Wallet,41,6989,2021-09-11 14:58:46,Germany,Hamburg,www.ebay.in,23791,N,Insufficient Funds
1377,131,Joe Smith,251,Food Storage Containers,Home & Kitchen,Card,24,9826,2021-11-09 00:48:46,USA,New York,www.tatacliq.com,78587,N,Invalid CVV
1378,166,Mary Jane,219,Kitchen Scale,Home & Kitchen,Internet Banking,8,844,2021-03-23 18:28:45,India,Indore,www.tatacliq.com,80094,Y,None
1379,168,John Smith,242,Tape,Stationery,UPI,15,4507,2021-03-09 11:36:02,USA,New York,www.flipkart.com,73664,Y,None
1380,197,Mary Jane,217,Pens,Stationery,Card,46,5770,2021-06-25 09:58:15,Australia,Sydney,www.ebay.in,47661,Y,None
1381,152,Joe Smith,206,T-Shirts,Clothing,UPI,28,6250,2021-06-21 17:10:49,UK,London,www.flipkart.com,19082,Y,None
1382,189,Neo,206,Pencil Sharpener,Stationery,Card,35,712,2021-12-18 17:09:42,USA,Chicago,www.amazon.com,76235,N,Insufficient Funds
1383,107,Neo,214,Toaster,Home & Kitchen,Card,1,9384,2021-11-03 19:09:45,USA,Chicago,www.tatacliq.com,63141,N,Invalid CVV
1384,177,Trinity,288,T-Shirts,Clothing,Card,50,7451,2021-07-27 03:15:37,Germany,Berlin,www.tatacliq.com,61867,N,Invalid CVV
1385,151,Neo,273,Wireless Router,Electronics,UPI,33,4290,2021-08-28 19:32:11,USA,Chicago,www.flipkart.com,92603,Y,None
1386,125,Mary Jane,242,Camera,Electronics,Wallet,43,9292,2021-07-31 01:17:26,USA,Chicago,www.flipkart.com,81647,N,Timeout
1387,177,John Smith,257,Eraser,Stationery,Internet Banking,14,7942,2021-03-11 15:53:30,Australia,Melbourne,www.tatacliq.com,32782,Y,None
1388,135,John Smith,203,Gaming Console,Electronics,Internet Banking,12,9572,2021-10-25 17:51:41,USA,Chicago,www.tatacliq.com,38110,Y,None
1389,150,John Smith,212,Kitchen Scale,Home & Kitchen,UPI,42,8754,2021-12-26 13:56:51,USA,New York,www.ebay.in,25409,N,Timeout
1390,110,Mary Jane,277,Paper Clips,Stationery,Card,35,6674,2021-05-23 03:11:36,Germany,Hamburg,www.amazon.com,55121,N,Timeout
1391,111,Mary Jane,217,Dish Rack,Home & Kitchen,UPI,36,3276,2021-05-08 23:49:08,UK,Oxford,www.amazon.com,17166,N,Insufficient Funds
1392,152,Trinity,298,Sportswear,Clothing,Wallet,23,9203,2021-11-13 14:36:33,Australia,Sydney,www.ebay.in,13181,N,Invalid CVV
1393,194,John Smith,216,Pants,Clothing,Wallet,12,5384,2021-04-25 02:25:09,India,Bengaluru,www.flipkart.com,30457,Y,None
1394,107,Trinity,236,Microwave,Home & Kitchen,UPI,30,121,2021-10-31 17:45:39,Germany,Berlin,www.tatacliq.com,28188,Y,None
1395,188,John Smith,250,Mugs,Home & Kitchen,Internet Banking,5,9867,2021-12-21 18:55:06,Germany,Hamburg,www.amazon.com,24577,Y,None
1396,136,Joe Smith,264,Kitchen Towels,Home & Kitchen,Wallet,44,8044,2021-03-08 22:32:04,Germany,Munich,www.tatacliq.com,68923,Y,None
1397,186,Trinity,239,Smartwatch,Electronics,Internet Banking,29,9214,2021-09-06 10:05:21,UK,Oxford,www.flipkart.com,64728,N,Insufficient Funds
1398,186,Joe Smith,279,Skirts,Clothing,Internet Banking,33,9388,2021-08-10 11:50:39,India,Bengaluru,www.flipkart.com,73283,Y,None
1399,175,John Smith,294,Whiteboard Markers,Stationery,UPI,40,5903,2021-02-02 17:58:53,USA,Boston,www.ebay.in,70817,Y,None
1400,186,Joe Smith,221,Kitchen Towels,Home & Kitchen,Card,39,3333,2021-01-02 13:20:28,India,Bengaluru,www.tatacliq.com,51980,Y,None
1401,152,Neo,217,Markers,Stationery,UPI,48,1588,2021-08-06 17:01:53,UK,Manchester,www.flipkart.com,13625,Y,None
1402,107,Trinity,207,Underwear,Clothing,UPI,42,7247,2021-01-16 08:43:26,India,Indore,www.ebay.in,96466,N,Timeout
1403,106,Trinity,274,Hoodies,Clothing,Wallet,42,4538,2021-06-07 14:56:46,Australia,Brisbane,www.ebay.in,40445,N,Timeout
1404,171,Trinity,232,VR Headset,Electronics,Card,2,4576,2021-03-24 01:38:11,USA,Chicago,www.flipkart.com,71095,N,Timeout
1405,124,Joe Smith,272,Toaster,Home & Kitchen,Wallet,38,5492,2021-12-12 22:42:06,USA,Chicago,www.flipkart.com,46898,N,Timeout
1406,151,Neo,205,Underwear,Clothing,UPI,18,8454,2021-09-12 08:29:16,India,Indore,www.flipkart.com,12325,N,Timeout
1407,105,Joe Smith,227,Swimwear,Clothing,Wallet,28,7591,2021-01-30 04:40:54,UK,Manchester,www.tatacliq.com,33606,N,Invalid CVV
1408,189,John Smith,256,Scarves,Clothing,Internet Banking,47,2608,2021-08-06 10:05:01,Germany,Berlin,www.tatacliq.com,99130,Y,None
1409,175,Trinity,245,Mixing Bowls,Home & Kitchen,UPI,31,5589,2021-06-11 16:42:51,India,Indore,www.tatacliq.com,70188,Y,None
1410,194,John Smith,206,Fitness Tracker,Electronics,UPI,28,8342,2021-06-12 00:38:04,India,Bengaluru,www.tatacliq.com,21390,N,Timeout
1411,153,Joe Smith,247,Smart TV,Electronics,Internet Banking,13,9681,2021-01-06 23:32:48,Australia,Brisbane,www.flipkart.com,76520,N,Invalid CVV
1412,187,Neo,286,Poetry,Books,UPI,47,7387,2021-03-12 15:01:08,India,Indore,www.ebay.in,38629,N,Insufficient Funds
1413,159,Trinity,227,Graphic Novels,Books,Internet Banking,5,7541,2021-10-11 15:41:46,USA,New York,www.amazon.com,90013,Y,None
1414,133,Trinity,285,Cookbooks,Books,Wallet,30,9404,2021-06-10 04:54:28,India,Bengaluru,www.tatacliq.com,99825,Y,None
1415,168,Mary Jane,283,Pencils,Stationery,Internet Banking,14,8798,2021-01-25 16:53:07,India,Mumbai,www.amazon.com,47009,N,Insufficient Funds
1416,150,Neo,231,Young Adult,Books,Card,3,273101,2021-08-21 21:25:27,India,Indore,www.ebay.in,86148,N,Invalid CVV
1417,147,Joe Smith,234,Eraser,Stationery,Invalid,19,6511,2021-11-13 15:30:09,USA,Chicago,www.amazon.com,25270,Y,None
1418,146,Joe Smith,250,Jeans,Clothing,Card,11,9266,2021-04-29 12:25:50,India,Mumbai,www.amazon.com,30883,N,Insufficient Funds
1419,104,Joe Smith,287,Notebook,Stationery,Internet Banking,50,765,2021-01-31 01:24:44,Australia,Sydney,www.flipkart.com,78096,N,Timeout
1420,163,Unknown Customer,274,Measuring Cups,Home & Kitchen,Card,29,439,2021-09-16 20:44:37,UK,Manchester,www.flipkart.com,96292,Y,None
1421,144,Trinity,289,Chopping Board,Home & Kitchen,Internet Banking,7,1987,2021-09-17 02:37:31,Germany,Munich,www.tatacliq.com,40866,N,Timeout
1422,141,Mary Jane,270,Gaming Console,Electronics,UPI,31,4203,2021-01-07 11:41:50,USA,New York,www.ebay.in,48281,Y,None
1423,145,Mary Jane,226,Non-fiction,Books,UPI,12,1768,2021-12-24 04:57:48,UK,London,www.tatacliq.com,64318,N,Insufficient Funds
1424,113,Joe Smith,239,Children's Books,Books,Internet Banking,6,5181,2021-04-16 15:57:39,India,Bengaluru,www.flipkart.com,15564,Y,None
1425,181,Joe Smith,227,Paper Clips,Stationery,Card,31,547,2021-11-15 22:56:59,UK,London,www.amazon.com,21070,Y,None
1426,135,Neo,236,Toaster,Home & Kitchen,Wallet,50,5160,2021-03-09 14:36:34,USA,Chicago,www.flipkart.com,10317,Y,None
1427,109,Trinity,237,Pants,Clothing,Card,8,7565,2021-04-01 17:42:14,UK,London,www.amazon.com,87996,N,Invalid CVV
1428,136,Joe Smith,225,Historical Fiction,Books,Internet Banking,48,4277,2021-01-06 22:00:44,India,Bengaluru,www.amazon.com,64929,Y,None
1429,160,Trinity,276,Sticky Notes,Stationery,Card,3,5046,2021-03-08 16:42:13,India,Bengaluru,www.amazon.com,59055,N,Invalid CVV
1430,156,Mary Jane,236,Coats,Clothing,Wallet,40,9911,2021-04-08 17:23:33,UK,Manchester,www.amazon.com,28513,N,Timeout
1431,141,Neo,283,Dish Rack,Home & Kitchen,UPI,16,6767,2021-11-28 20:42:40,Germany,Munich,www.tatacliq.com,25030,N,Timeout
1432,143,Joe Smith,278,Comics,Books,Internet Banking,17,658,2021-12-14 11:29:45,Germany,Munich,www.flipkart.com,89522,N,Timeout
1433,170,Mary Jane,229,Fiction,Books,Wallet,40,406,2021-06-21 20:30:07,India,Mumbai,www.tatacliq.com,63131,N,Insufficient Funds
1434,124,Neo,217,Blender,Home & Kitchen,Wallet,11,8922,2021-04-06 01:09:40,UK,London,www.tatacliq.com,27753,N,Insufficient Funds
1435,102,Neo,251,External Hard Drive,Electronics,UPI,33,5921,2021-01-29 22:19:54,Germany,Munich,www.amazon.com,88815,Y,None
1436,162,Joe Smith,298,Scarves,Clothing,Card,17,1845,2021-10-20 09:56:11,USA,Boston,www.ebay.in,85685,Y,None
1437,131,Mary Jane,279,Historical Fiction,Books,Card,5,2955,2021-11-02 03:18:23,Australia,Brisbane,www.ebay.in,38691,Y,None
1438,199,Trinity,281,Projector,Electronics,Internet Banking,27,1355,2021-10-30 23:12:50,USA,New York,www.tatacliq.com,65197,Y,None
1439,131,Mary Jane,219,Fitness Tracker,Electronics,Card,10,5678,2021-12-18 12:49:04,Australia,Melbourne,www.tatacliq.com,49755,Y,None
1440,161,John Smith,292,Sticky Notes,Stationery,UPI,1,4911,2021-03-04 01:07:14,Germany,Hamburg,www.ebay.in,91189,Y,None
1441,150,John Smith,274,Wireless Router,Electronics,UPI,29,7219,2021-09-07 12:27:36,UK,Manchester,www.amazon.com,58438,Y,None
1442,161,Mary Jane,293,Pencils,Stationery,Internet Banking,46,2996,2021-02-10 08:33:56,Germany,Berlin,www.tatacliq.com,91293,N,Timeout
1443,166,Trinity,282,Paper Clips,Stationery,UPI,8,7793,2021-03-21 05:13:25,India,Mumbai,www.flipkart.com,64365,N,Invalid CVV
1444,131,Joe Smith,209,Classics,Books,Invalid,46,2274,2021-02-25 17:47:25,UK,Manchester,www.tatacliq.com,31784,Y,None
1445,192,Joe Smith,226,Underwear,Clothing,Internet Banking,25,509,2021-11-24 14:45:53,UK,London,www.tatacliq.com,63750,N,Timeout
1446,114,Trinity,217,Spatulas,Home & Kitchen,Wallet,37,458,2021-12-18 03:06:42,USA,Boston,www.ebay.in,17200,Y,None
1447,128,Mary Jane,232,Home Theater System,Electronics,Internet Banking,24,9374,2021-09-02 04:50:18,Germany,Munich,www.tatacliq.com,48097,N,Insufficient Funds
1448,173,John Smith,203,Bluetooth Earbuds,Electronics,Wallet,26,4898,2021-08-29 20:46:59,USA,Boston,www.flipkart.com,16896,N,Insufficient Funds
1449,117,Unknown Customer,268,Thrillers,Books,Internet Banking,9,6567,2021-01-09 03:46:57,India,Indore,www.tatacliq.com,62833,N,Invalid CVV
1450,125,John Smith,258,Jackets,Clothing,Wallet,48,9247,2021-08-29 22:56:56,Australia,Brisbane,www.tatacliq.com,47738,N,Timeout
1451,118,Joe Smith,275,Fantasy,Books,UPI,30,188,2021-04-25 03:35:13,USA,Boston,www.amazon.com,54353,Y,None
1452,109,Joe Smith,268,Stapler,Stationery,Card,14,9228,2021-05-07 05:28:06,Australia,Brisbane,www.tatacliq.com,49938,Y,None
1453,113,Neo,224,Jackets,Clothing,Internet Banking,22,3791,2021-01-28 05:07:55,India,Mumbai,www.tatacliq.com,11834,Y,None
1454,106,Trinity,244,Coats,Clothing,Card,1,880192,2021-03-24 00:59:21,Australia,Brisbane,www.tatacliq.com,33760,Y,None
1455,135,Mary Jane,267,Drone,Electronics,Internet Banking,12,484,2021-01-01 03:33:43,India,Bengaluru,www.amazon.com,45037,Y,None
1456,181,Mary Jane,248,Glue Stick,Stationery,Invalid,46,7516,2021-02-20 19:43:52,Germany,Hamburg,www.flipkart.com,62181,Y,None
1457,110,Trinity,250,Mixing Bowls,Home & Kitchen,Wallet,28,9161,2021-02-27 23:56:20,UK,Manchester,www.ebay.in,48878,N,Insufficient Funds
1458,196,Trinity,228,Plates,Home & Kitchen,Internet Banking,48,9283,2021-09-28 18:34:00,Australia,Melbourne,www.ebay.in,33904,Y,None
1459,107,John Smith,293,Scissors,Stationery,UPI,32,3853,2021-11-03 08:22:34,Australia,Melbourne,www.tatacliq.com,27284,Y,None
1460,170,John Smith,238,Biography,Books,UPI,26,9239,2021-07-05 17:37:36,Australia,Sydney,www.amazon.com,49945,Y,None
1461,180,Mary Jane,260,Travel Books,Books,Internet Banking,23,9126,2021-06-21 15:48:06,India,Indore,www.tatacliq.com,76122,Y,None
1462,157,John Smith,232,Blender,Home & Kitchen,Wallet,43,8590,2021-05-31 21:33:04,Australia,Melbourne,www.tatacliq.com,55735,N,Timeout
1463,187,John Smith,260,Shoes,Clothing,UPI,2,6483,2021-12-20 10:01:44,Germany,Munich,www.ebay.in,54067,Y,None
1464,146,Mary Jane,218,Pressure Cooker,Home & Kitchen,Internet Banking,8,9432,2021-01-15 02:19:03,Australia,Sydney,www.flipkart.com,48834,Y,None
1465,137,Mary Jane,292,Children's Books,Books,Card,13,5604,2021-11-17 14:54:16,Germany,Hamburg,www.flipkart.com,58474,Y,None
1466,152,Trinity,298,Self-Help,Books,Internet Banking,30,7255,2021-01-02 04:24:15,India,Bengaluru,www.flipkart.com,97611,N,Insufficient Funds
1467,137,Mary Jane,217,Sticky Notes,Stationery,UPI,15,9762,2021-12-09 19:37:05,India,Mumbai,www.amazon.com,69025,Y,None
1468,181,Joe Smith,277,Hoodies,Clothing,Wallet,13,7480,2021-08-04 01:50:07,India,Mumbai,www.ebay.in,72940,N,Insufficient Funds
1469,173,Trinity,247,USB Flash Drive,Electronics,UPI,41,1019,2021-02-18 12:03:35,UK,London,www.tatacliq.com,19317,N,Invalid CVV
1470,121,Trinity,213,Food Storage Containers,Home & Kitchen,Internet Banking,50,8314,2021-11-02 05:31:53,Germany,Berlin,www.flipkart.com,79443,N,Insufficient Funds
1471,104,Neo,300,Gaming Console,Electronics,UPI,49,1064,2021-05-27 20:00:27,USA,New York,www.ebay.in,31246,N,Insufficient Funds
1472,159,Trinity,216,Food Storage Containers,Home & Kitchen,Card,16,4384,2021-11-27 16:21:22,India,Indore,www.tatacliq.com,15389,N,Insufficient Funds
1473,126,Trinity,206,Pencil Sharpener,Stationery,Wallet,35,8873,2021-12-12 06:31:15,India,Indore,www.flipkart.com,72914,N,Invalid CVV
1474,169,Trinity,258,Socks,Clothing,Internet Banking,7,8269,2021-02-03 01:48:05,UK,London,www.amazon.com,85431,Y,None
1475,144,Neo,221,Dresses,Clothing,UPI,34,6117,2021-04-06 04:03:44,India,Bengaluru,www.amazon.com,67988,N,Insufficient Funds
1476,190,John Smith,231,Skirts,Clothing,Card,48,1561,2021-06-04 03:16:27,India,Mumbai,www.ebay.in,46619,N,Insufficient Funds
1477,116,Trinity,224,Shoes,Clothing,UPI,21,7402,2021-07-21 17:46:44,Germany,Hamburg,www.amazon.com,51379,N,Timeout
1478,140,Joe Smith,293,Cookware,Home & Kitchen,UPI,48,1249,2021-03-25 17:54:31,USA,New York,www.tatacliq.com,39241,Y,None
1479,181,Trinity,242,Thrillers,Books,Internet Banking,30,9950,2021-07-22 11:30:19,Germany,Berlin,www.amazon.com,52133,Y,None
1480,184,John Smith,267,Historical Fiction,Books,Internet Banking,37,3021,2021-05-25 04:06:31,USA,New York,www.ebay.in,94734,N,Insufficient Funds
1481,162,Trinity,237,Shoes,Clothing,UPI,41,9555,2021-03-14 06:21:18,India,Indore,www.tatacliq.com,12386,Y,None
1482,124,Trinity,237,Skirts,Clothing,Wallet,8,302,2021-08-23 11:08:16,Germany,Berlin,www.flipkart.com,94414,Y,None
1483,140,Trinity,275,Coats,Clothing,Internet Banking,28,4420,2021-02-25 06:49:19,UK,Manchester,www.flipkart.com,83559,Y,None
1484,168,Unknown Customer,202,Headphones,Electronics,Internet Banking,28,7194,2021-04-27 12:58:03,India,Mumbai,www.ebay.in,75343,N,Invalid CVV
1485,148,Trinity,220,Food Storage Containers,Home & Kitchen,Internet Banking,35,4116,2021-04-05 23:56:13,UK,Oxford,www.amazon.com,42367,N,Timeout
1486,110,Neo,221,Cutlery,Home & Kitchen,Card,25,3856,2021-04-11 05:24:29,Australia,Melbourne,www.tatacliq.com,69844,Y,None
1487,123,Neo,228,Pressure Cooker,Home & Kitchen,Internet Banking,45,3062,2021-06-06 10:58:58,Germany,Munich,www.flipkart.com,45389,N,Invalid CVV
1488,176,Mary Jane,227,External Hard Drive,Electronics,Card,21,5289,2021-08-14 12:01:11,Australia,Brisbane,www.amazon.com,69728,Y,None
1489,180,John Smith,254,Camera,Electronics,Internet Banking,30,3003,2021-10-27 04:49:09,India,Indore,www.tatacliq.com,34814,N,Invalid CVV
1490,161,Mary Jane,292,Underwear,Clothing,UPI,9,3048,2021-11-26 15:40:05,USA,Boston,www.tatacliq.com,41589,N,Invalid CVV
1491,130,Mary Jane,276,Measuring Cups,Home & Kitchen,Internet Banking,43,9489,2021-02-13 04:31:45,USA,Boston,www.ebay.in,35071,N,Insufficient Funds
1492,147,Unknown Customer,255,Children's Books,Books,Card,24,8264,2021-05-02 17:21:24,USA,Chicago,www.ebay.in,92219,N,Invalid CVV
1493,166,Trinity,215,Camera,Electronics,UPI,35,7400,2021-08-01 01:46:40,Australia,Sydney,www.amazon.com,78365,Y,None
1494,181,Mary Jane,219,Markers,Stationery,UPI,20,892,2021-08-14 22:26:57,India,Bengaluru,www.tatacliq.com,67478,N,Invalid CVV
1495,200,Trinity,206,USB Flash Drive,Electronics,Card,13,1461,2021-12-27 13:49:35,Australia,Sydney,www.tatacliq.com,19099,N,Timeout
1496,178,Trinity,227,Home Theater System,Electronics,Wallet,44,138,2021-05-30 20:57:31,Germany,Munich,www.tatacliq.com,71055,N,Invalid CVV
1497,109,John Smith,278,Smartphone,Electronics,Wallet,29,8739,2021-09-09 02:38:43,Germany,Munich,www.amazon.com,17362,Y,None
1498,196,Joe Smith,282,Highlighters,Stationery,UPI,47,7010,2021-09-02 14:23:42,Germany,Munich,www.tatacliq.com,79217,N,Insufficient Funds
1499,170,Joe Smith,262,Cookware,Home & Kitchen,Wallet,39,6028,2021-04-07 17:34:20,UK,London,www.tatacliq.com,89282,N,Timeout
1500,183,Neo,279,Textbooks,Books,Wallet,33,2500,2021-01-11 01:00:27,USA,New York,www.tatacliq.com,48931,Y,None
1501,158,Trinity,288,Underwear,Clothing,Wallet,49,4382,2021-11-03 10:52:04,India,Indore,www.flipkart.com,84879,N,Invalid CVV
1502,116,Neo,287,Classics,Books,Wallet,44,2079,2021-04-14 11:33:44,Germany,Berlin,www.ebay.in,28926,N,Insufficient Funds
1503,110,Neo,236,Notebook,Stationery,UPI,5,6094,2021-02-15 23:44:36,Australia,Sydney,www.flipkart.com,24258,N,Insufficient Funds
1504,159,Neo,233,Dish Rack,Home & Kitchen,Wallet,44,343,2021-01-24 02:18:43,Germany,Hamburg,www.tatacliq.com,73877,Y,None
1505,136,John Smith,262,USB Flash Drive,Electronics,Card,33,6806,2021-02-08 11:59:38,Australia,Brisbane,www.tatacliq.com,18150,N,Timeout
1506,192,Joe Smith,238,Oven Mitts,Home & Kitchen,UPI,12,2144,2021-07-12 08:12:01,India,Mumbai,www.ebay.in,35903,N,Timeout
1507,199,Mary Jane,298,Young Adult,Books,Wallet,12,6286,2021-12-15 02:43:08,UK,Oxford,www.tatacliq.com,50960,Y,None
1508,124,Neo,219,Fiction,Books,Card,40,1960,2021-10-30 15:59:18,USA,New York,www.amazon.com,38084,N,Invalid CVV
1509,189,Neo,246,Eraser,Stationery,UPI,5,3367,2021-06-16 13:01:02,Australia,Melbourne,www.ebay.in,18939,Y,None
1510,128,Trinity,221,VR Headset,Electronics,Internet Banking,15,2027,2021-04-30 00:46:05,India,Bengaluru,www.flipkart.com,29357,N,Insufficient Funds
1511,153,Neo,202,Socks,Clothing,Card,23,8611,2021-05-15 17:29:44,Germany,Hamburg,www.ebay.in,18684,N,Timeout
1512,152,Trinity,215,Gaming Console,Electronics,UPI,36,6291,2021-02-12 15:38:43,Germany,Hamburg,www.ebay.in,66767,N,Timeout
1513,110,Mary Jane,264,External Hard Drive,Electronics,Wallet,18,522,2021-01-30 22:42:26,India,Indore,www.flipkart.com,70333,Y,None
1514,100,Neo,266,Gaming Console,Electronics,Card,6,8701,2021-09-27 17:15:05,USA,Chicago,www.flipkart.com,96747,Y,None
1515,133,Trinity,272,Eraser,Stationery,Card,22,5050,2021-05-26 00:15:48,USA,Boston,www.tatacliq.com,81281,N,Insufficient Funds
1516,176,Joe Smith,253,Paper Clips,Stationery,UPI,2,4210,2021-07-10 22:20:13,UK,Manchester,www.amazon.com,77351,Y,None
1517,120,Neo,280,Young Adult,Books,UPI,25,6478,2021-06-01 10:59:00,India,Mumbai,www.ebay.in,84001,N,Timeout
1518,140,Mary Jane,221,Hats,Clothing,UPI,27,5881,2021-08-22 16:04:38,USA,New York,www.amazon.com,69370,Y,None
1519,159,Trinity,253,Historical Fiction,Books,UPI,32,2940,2021-10-24 09:00:40,India,Bengaluru,www.tatacliq.com,59886,Y,None
1520,158,John Smith,239,Children's Books,Books,Card,47,4215,2021-07-19 11:39:32,India,Bengaluru,www.tatacliq.com,21975,Y,None
1521,150,Neo,256,Science Fiction,Books,Internet Banking,13,3475,2021-11-19 08:25:11,UK,Manchester,www.tatacliq.com,15954,N,Insufficient Funds
1522,148,Neo,223,Textbooks,Books,Internet Banking,45,3378,2021-11-11 10:07:20,USA,Chicago,www.tatacliq.com,25829,Y,None
1523,182,Trinity,258,Scarves,Clothing,Card,6,1670,2021-04-02 00:23:52,Germany,Hamburg,www.ebay.in,96167,N,Invalid CVV
1524,153,John Smith,245,Poetry,Books,Card,16,7095,2021-08-22 12:35:09,UK,Manchester,www.tatacliq.com,98754,Y,None
1525,121,Unknown Customer,249,Blouses,Clothing,Card,30,2373,2021-01-08 16:06:04,USA,New York,www.tatacliq.com,81335,N,Timeout
1526,144,Joe Smith,200,Smartwatch,Electronics,Internet Banking,41,7383,2021-02-01 06:38:55,Australia,Sydney,www.amazon.com,32936,N,Invalid CVV
1527,159,Neo,265,Pencil Sharpener,Stationery,UPI,47,9320,2021-03-19 21:33:57,India,Mumbai,www.ebay.in,72637,N,Invalid CVV
1528,113,Neo,203,Shoes,Clothing,Internet Banking,49,5931,2021-01-13 05:37:55,Australia,Sydney,www.flipkart.com,77359,N,Invalid CVV
1529,140,Unknown Customer,208,Coffee Maker,Home & Kitchen,Card,26,278,2021-05-13 14:56:45,Germany,Berlin,www.ebay.in,32146,N,Invalid CVV
1530,119,John Smith,239,Mystery,Books,Wallet,22,5903,2021-05-05 02:50:18,UK,Oxford,www.flipkart.com,45529,N,Timeout
1531,188,Trinity,241,Sticky Notes,Stationery,Card,29,9734,2021-06-04 12:17:38,India,Indore,www.tatacliq.com,67043,N,Invalid CVV
1532,180,Unknown Customer,237,Dresses,Clothing,Card,25,8430,2021-06-11 03:57:39,Germany,Hamburg,www.flipkart.com,52531,N,Insufficient Funds
1533,122,John Smith,233,Kitchen Towels,Home & Kitchen,UPI,21,3574,2021-12-12 04:50:50,Germany,Munich,www.tatacliq.com,53674,N,Invalid CVV
1534,117,Mary Jane,257,Laptop,Electronics,UPI,5,1869,2021-03-16 00:10:07,Australia,Melbourne,www.tatacliq.com,17330,N,Invalid CVV
1535,175,John Smith,260,Thrillers,Books,Wallet,50,6519,2021-04-02 11:56:51,UK,Manchester,www.flipkart.com,46129,N,Invalid CVV
1536,157,Mary Jane,206,Gaming Console,Electronics,Wallet,6,6572,2021-08-04 18:08:18,Germany,Berlin,www.tatacliq.com,24569,N,Timeout
1537,158,Trinity,278,Pants,Clothing,UPI,39,8514,2021-05-27 06:35:02,Australia,Brisbane,www.amazon.com,96896,N,Insufficient Funds
1538,127,Mary Jane,289,Notebook,Stationery,Wallet,40,3829,2021-12-08 00:26:19,Australia,Sydney,www.ebay.in,46274,N,Insufficient Funds
1539,108,Neo,298,VR Headset,Electronics,Internet Banking,50,9858,2021-08-30 23:57:33,UK,London,www.ebay.in,53239,Y,None
1540,109,Neo,215,Dish Rack,Home & Kitchen,Card,24,6035,2021-10-30 13:17:56,Australia,Sydney,www.amazon.com,52968,N,Insufficient Funds
1541,135,Mary Jane,256,Kitchen Scale,Home & Kitchen,UPI,22,2480,2021-05-01 17:32:22,USA,Boston,www.amazon.com,47636,Y,None
1542,134,Trinity,241,Spatulas,Home & Kitchen,UPI,28,7328,2021-12-16 04:39:48,India,Bengaluru,www.amazon.com,67396,N,Timeout
1543,156,Joe Smith,300,Binder,Stationery,Card,48,5905,2021-08-10 00:39:15,Germany,Berlin,www.tatacliq.com,54725,N,Invalid CVV
1544,122,Joe Smith,248,File Folder,Stationery,Wallet,49,542,2021-09-12 13:32:59,India,Indore,www.amazon.com,37627,N,Timeout
1545,121,Trinity,285,Blender,Home & Kitchen,Card,36,43,2021-06-15 17:06:05,UK,Oxford,www.amazon.com,43309,Y,None
1546,194,Neo,216,Headphones,Electronics,UPI,11,6749,2021-07-11 07:38:45,Germany,Hamburg,www.amazon.com,79985,N,Insufficient Funds
1547,178,John Smith,221,Science Fiction,Books,Wallet,19,7163,2021-06-21 23:11:31,Germany,Berlin,www.amazon.com,98362,Y,None
1548,159,Trinity,266,Sportswear,Clothing,UPI,49,4594,2021-11-13 06:52:54,India,Indore,www.ebay.in,14267,Y,None
1549,178,Neo,270,Glasses,Home & Kitchen,Card,17,1768,2021-01-03 20:48:21,USA,Chicago,www.flipkart.com,71376,N,Invalid CVV
